// 中医药典
阿胶	e'jiao
数冬瓜道茄子	shu'dong'gua'dao'qie'zi
数栋	shu'dong
数度	shu'du
数对	shu'dui
数对	shu'dui
数吨	shu'dun
数多	shu'duo
数多	shu'duo
数额	shu'e
数儿	shu'er
数发	shu'fa
数番	shu'fan
数分	shu'fen
数份	shu'fen
数封	shu'feng
数幅	shu'fu
数伏	shu'fu
数赴	shu'fu
数竿	shu'gan
数个	shu'ge
数给	shu'gei
数股	shu'gu
数关	shu'guan
数国	shu'guo
数盒	shu'he
数黑论黄	shu'hei'lun'huang
数葫芦道茄子	shu'hu'lu'dao'qie'zi
数户	shu'hu
数黄道白	shu'huang'dao'bai
数黄道黑	shu'huang'dao'hei
数家	shu'jia
数架	shu'jia
数间	shu'jian
数见不鲜	shuo'jian'bu'xian
数件	shu'jian
数节	shu'jie
数届	shu'jie
数进	shu'jin
数九	shu'jiu
数局	shu'ju
数据	shu'ju
数据包	shu'ju'bao
数据保护	shu'ju'bao'hu
数据表	shu'ju'biao
数据表程序	shu'ju'biao'cheng'xu
数据表示法	shu'ju'biao'shi'fa
数据部分	shu'ju'bu'fen
数据采集	shu'ju'cai'ji
数据层次	shu'ju'ceng'ci
数据抽象	shu'ju'chou'xiang
数据初始加	shu'ju'chu'shi'jia
数据处理	shu'ju'chu'li
数据处理机	shu'ju'chu'li'ji
数据处理站	shu'ju'chu'li'zhan
数据传输	shu'ju'chuan'shu
数据传送率	shu'ju'chuan'song'lv
数据传信率	shu'ju'chuan'xin'lv
数据串	shu'ju'chuan
数据磁道	shu'ju'ci'dao
数据代码	shu'ju'dai'ma
数据登录	shu'ju'deng'lu
数据电路	shu'ju'dian'lu
数据独立性	shu'ju'du'li'xing
数据段	shu'ju'duan
数据恶化	shu'ju'e'hua
数据分析	shu'ju'fen'xi
数据共享	shu'ju'gong'xiang
数据管理	shu'ju'guan'li
数据盒	shu'ju'he
数据集	shu'ju'ji
数据集中器	shu'ju'ji'zhong'qi
数据集转移	shu'ju'ji'zhuan'yi
数据级	shu'ju'ji
数据检验	shu'ju'jian'yan
数据鉴别	shu'ju'jian'bie
数据交换机	shu'ju'jiao'huan'ji
数据接收器	shu'ju'jie'shou'qi
数据结构	shu'ju'jie'gou
数据可靠性	shu'ju'ke'kao'xing
数据库	shu'ju'ku
数据库系统	shu'ju'ku'xi'tong
数据类型	shu'ju'lei'xing
数据链	shu'ju'lian
数据链路	shu'ju'lian'lu
数据链转义	shu'ju'lian'zhuan'yi
数据流	shu'ju'liu
数据流程图	shu'ju'liu'cheng'tu
数据流图	shu'ju'liu'tu
数据媒体	shu'ju'mei'ti
数据密度	shu'ju'mi'du
数据描述	shu'ju'miao'shu
数据名	shu'ju'ming
数据模件	shu'ju'mo'jian
数据模块	shu'ju'mo'kuai
数据清单	shu'ju'qing'dan
数据确认	shu'ju'que'eren
数据收集站	shu'ju'shou'ji'zhan
数据输入	shu'ju'shu'eru
数据输入站	shu'ju'shu'eru'zhan
数据通道	shu'ju'tong'dao
数据通信	shu'ju'tong'xin
数据位	shu'ju'wei
数据污染	shu'ju'wu'eran
数据压缩	shu'ju'ya'suo
数据语句	shu'ju'yu'ju
数据域	shu'ju'yu
数据元	shu'ju'yuan
数据元标记	shu'ju'yuan'biao'ji
数据元件	shu'ju'yuan'jian
数据元目录	shu'ju'yuan'mu'lu
数据元值	shu'ju'yuan'zhi
数据源	shu'ju'yuan
数据站	shu'ju'zhan
数据质量	shu'ju'zhi'liang
数据重构	shu'ju'chong'gou
数据重组	shu'ju'chong'zu
数据转换器	shu'ju'zhuan'huan'qi
数据状态	shu'ju'zhuang'tai
数据字典	shu'ju'zi'dian
数据总线	shu'ju'zong'xian
数句	shu'ju
数卷	shu'juan
数卡	shu'ka
数棵	shu'ke
数颗	shu'ke
数控	shu'kong
数口	shu'kou
数块	shu'kuai
数来宝	shu'lai'bao
数栏	shu'lan
数理	shu'li
数理逻辑	shu'li'luo'ji
数理统计	shu'li'tong'ji
数里	shu'li
数例	shu'li
数辆	shu'liang
数量	shu'liang
数量词	shu'liang'ci
数量化	shu'liang'hua
数量级	shu'liang'ji
数列	shu'lie
数轮	shu'lun
数论	shu'lun
数落	shu'luo
数落数落	shu'luo'shu'luo
数码	shu'ma
数马	shu'ma
数枚	shu'mei
数门	shu'men
数米	shu'mi
数米而炊	shu'mi'er'chui
数秒	shu'miao
数名	shu'ming
数模	shu'mu
数亩	shu'mu
数目	shu'mu
数目字	shu'mu'zi
数内	shu'nei
数年	shu'nian
数念	shu'nian
数鸟	shu'niao
数牛	shu'niu
数排	shu'pai
数炮	shu'pao
数批	shu'pi
数篇	shu'pian
数片	shu'pian
数贫嘴	shu'pin'zui
数破	shu'po
数期	shu'qi
数棋	shu'qi
数起	shu'qi
数起	shu'qi
数钱	shu'qian
数枪	shu'qiang
数清	shu'qing
数球	shu'qiu
数圈	shu'quan
数人	shu'eren
数任	shu'eren
数日	shu'eri
数入	shu'eru
数伤	shu'shang
数上	shu'shang
数上	shu'shang
数声	shu'sheng
数升	shu'sheng
数首	shu'shou
数受	shu'shou
数数	shu'shu
数数儿	shu'shu'er
数数看	shu'shu'kan
数说	shu'shuo
数艘	shu'sou
数算	shu'suan
数岁	shu'sui
数所	shu'suo
数台	shu'tai
数探	shu'tan
数套	shu'tao
数天	shu'tian
数条	shu'tiao
数厅	shu'ting
数完	shu'wan
数网	shu'wang
数往知来	shu'wang'zhi'lai
数味	shu'wei
数位	shu'wei
数下	shu'xia
数显	shu'xian
数县	shu'xian
数线	shu'xian
数项	shu'xiang
数行	shu'hang
数学	shu'xue
数学分析	shu'xue'fen'xi
数学归纳法	shu'xue'gui'na'fa
数学家	shu'xue'jia
数学界	shu'xue'jie
数学子程序	shu'xue'zi'cheng'xu
数言	shu'yan
数业	shu'ye
数夜	shu'ye
数一数二	shu'yi'shu'er
数以	shu'yi
数以百计	shu'yi'bai'ji
数以百万记	shu'yi'bai'wan'ji
数以千计	shu'yi'qian'ji
数以千万记	shu'yi'qian'wan'ji
数以十万记	shu'yi'shi'wan'ji
数以万计	shu'yi'wan'ji
数以亿计	shu'yi'yi'ji
数易	shu'yi
数语	shu'yu
数域	shu'yu
数月	shu'yue
数灾	shu'zai
数载	shu'zai
数则	shu'ze
数盏	shu'zhan
数站	shu'zhan
数张	shu'zhang
数掌	shu'zhang
数丈	shu'zhang
数枝	shu'zhi
数支	shu'zhi
数值	shu'zhi
数值表示	shu'zhi'biao'shi
数值表示法	shu'zhi'biao'shi'fa
数值串	shu'zhi'chuan
数值调整	shu'zhi'tiao'zheng
数值分析	shu'zhi'fen'xi
数值控制	shu'zhi'kong'zhi
数值数据	shu'zhi'shu'ju
数值字	shu'zhi'zi
数值字符	shu'zhi'zi'fu
数指	shu'zhi
数只	shu'zhi
数制	shu'zhi
数中	shu'zhong
数种	shu'zhong
数周	shu'zhou
数轴	shu'zhou
数珠	shu'zhu
数株	shu'zhu
数桩	shu'zhuang
数子	shu'zi
数字	shu'zi
数字比较器	shu'zi'bi'jiao'qi
数字编码集	shu'zi'bian'ma'ji
数字表示	shu'zi'biao'shi
数字表示法	shu'zi'biao'shi'fa
数字乘法器	shu'zi'cheng'fa'qi
数字打印机	shu'zi'da'yin'ji
数字代码	shu'zi'dai'ma
数字捣弄	shu'zi'dao'nong
数字电路	shu'zi'dian'lu
数字发射器	shu'zi'fa'she'qi
数字符号	shu'zi'fu'hao
数字伏特计	shu'zi'fu'te'ji
数字格式	shu'zi'ge'shi
数字光盘	shu'zi'guang'pan
数字过滤器	shu'zi'guo'lv'qi
数字化	shu'zi'hua
数字绘图仪	shu'zi'hui'tu'yi
数字积分器	shu'zi'ji'fen'qi
数字计数器	shu'zi'ji'shu'qi
数字计算机	shu'zi'ji'suan'ji
数字记录	shu'zi'ji'lu
数字解析度	shu'zi'jie'xi'du
数字控制	shu'zi'kong'zhi
数字滤波器	shu'zi'lv'bo'qi
数字滤过器	shu'zi'lv'guo'qi
数字脉冲	shu'zi'mai'chong
数字模拟	shu'zi'mo'ni
数字平面	shu'zi'ping'mian
数字输出	shu'zi'shu'chu
数字数据	shu'zi'shu'ju
数字通信	shu'zi'tong'xin
数字系统	shu'zi'xi'tong
数字显示	shu'zi'xian'shi
数字选择器	shu'zi'xuan'ze'qi
数字压缩	shu'zi'ya'suo
数字遥测	shu'zi'yao'ce
数字移相器	shu'zi'yi'xiang'qi
数字周期	shu'zi'zhou'qi
数字转换器	shu'zi'zhuan'huan'qi
数字子集合	shu'zi'zi'ji'he
数字字符集	shu'zi'zi'fu'ji
数组	shu'zu
数组处理机	shu'zu'chu'li'ji
数罪	shu'zui
数罪并罚	shu'zui'bing'fa
数座	shu'zuo
数叨	shu'dao
数叨数叨	shu'dao'shu'dao
漱口	shu'kou
漱口水	shu'kou'shui
漱石枕流	shu'shi'zhen'liu
漱漱	shu'shu
漱洗	shu'xi
漱液	shu'ye
恕道	shu'dao
恕人	shu'eren
恕我	shu'wo
恕罪	shu'zui
恕宥	shu'you
刷白	shua'bai
刷遍	shua'bian
刷柄	shua'bing
刷布	shua'bu
刷车	shua'che
刷成	shua'cheng
刷出	shua'chu
刷到	shua'dao
刷掉	shua'diao
刷镀	shua'du
刷房	shua'fang
刷干	shua'gan
刷光	shua'guang
刷锅	shua'guo
刷盒	shua'he
刷浆	shua'jiang
刷胶	shua'jiao
刷经寺	shua'jing'si
刷净	shua'jing
刷卡	shua'ka
刷拉	shua'la
刷啦啦	shua'la'la
刷亮	shua'liang
刷满	shua'man
刷毛	shua'mao
刷漆	shua'qi
刷墙	shua'qiang
刷清	shua'qing
刷去	shua'qu
刷全	shua'quan
刷色	shua'se
刷上	shua'shang
刷刷	shua'shu
刷刷白	shua'shua'bai
刷刷牙	shua'shua'ya
刷头	shua'tou
刷涂	shua'tu
刷碗	shua'wan
刷屋	shua'wu
刷洗	shua'xi
刷下	shua'xia
刷鞋	shua'xie
刷写	shua'xie
刷新	shua'xin
刷新率	shua'xin'lv
刷新频率	shua'xin'pin'lv
刷牙	shua'ya
刷油	shua'you
刷油漆	shua'you'qi
刷有	shua'you
刷在	shua'zai
刷制	shua'zhi
刷肿	shua'zhong
刷子	shua'zi
耍把戏	shua'ba'xi
耍笔杆	shua'bi'gan
耍笔杆子	shua'bi'gan'zi
耍出	shua'chu
耍到	shua'dao
耍逗	shua'dou
耍骨头	shua'gu'tou
耍鬼	shua'gui
耍棍	shua'gun
耍孩儿	shua'hai'er
耍横	shua'heng
耍猴	shua'hou
耍猴子	shua'hou'zi
耍花枪	shua'hua'qiang
耍花腔	shua'hua'qiang
耍花样	shua'hua'yang
耍花招	shua'hua'zhao
耍滑	shua'hua
耍欢	shua'huan
耍奸	shua'jian
耍尽	shua'jin
耍开	shua'kai
耍赖	shua'lai
耍赖皮	shua'lai'pi
耍流氓	shua'liu'mang
耍马	shua'ma
耍蛮	shua'man
耍闹	shua'nao
耍弄	shua'nong
耍排场	shua'pai'chang
耍派头	shua'pai'tou
耍脾气	shua'pi'qi
耍贫嘴	shua'pin'zui
耍泼	shua'po
耍起	shua'qi
耍钱	shua'qian
耍俏	shua'qiao
耍趣	shua'qu
耍人	shua'eren
耍蛇	shua'she
耍舌头	shua'she'tou
耍手段	shua'shou'duan
耍手腕	shua'shou'wan
耍手艺	shua'shou'yi
耍耍笔杆	shua'shua'bi'gan
耍耍笔杆子	shua'shua'bi'gan'zi
耍耍花腔	shua'shua'hua'qiang
耍耍花招	shua'shua'hua'zhao
耍耍滑	shua'shua'hua
耍耍奸	shua'shua'jian
耍耍赖	shua'shua'lai
耍耍贫嘴	shua'shua'pin'zui
耍耍态度	shua'shua'tai'du
耍耍心眼	shua'shua'xin'yan
耍耍嘴皮	shua'shua'zui'pi
耍耍嘴皮子	shua'shua'zui'pi'zi
耍死狗	shua'si'gou
耍他	shua'ta
耍态度	shua'tai'du
耍玩	shua'wan
耍威风	shua'wei'feng
耍戏	shua'xi
耍线	shua'xian
耍笑	shua'xiao
耍心眼	shua'xin'yan
耍熊	shua'xiong
耍者	shua'zhe
耍嘴皮	shua'zui'pi
耍嘴皮子	shua'zui'pi'zi
耍噱头	shua'xue'tou
摔抱	shuai'bao
摔本	shuai'ben
摔成	shuai'cheng
摔出	shuai'chu
摔打	shuai'da
摔打摔打	shuai'da'shuai'da
摔蛋	shuai'dan
摔倒	shuai'dao
摔到	shuai'dao
摔掉	shuai'diao
摔丢	shuai'diu
摔断	shuai'duan
摔法	shuai'fa
摔翻	shuai'fan
摔干	shuai'gan
摔给	shuai'gei
摔跟头	shuai'gen'tou
摔滚	shuai'gun
摔坏	shuai'huai
摔毁	shuai'hui
摔筋斗	shuai'jin'dou
摔进	shuai'jin
摔开	shuai'kai
摔裂	shuai'lie
摔落	shuai'luo
摔门	shuai'men
摔牛	shuai'niu
摔扭	shuai'niu
摔炮	shuai'pao
摔盆	shuai'pen
摔破	shuai'po
摔入	shuai'eru
摔散	shuai'san
摔伤	shuai'shang
摔上	shuai'shang
摔摔跤	shuai'shuai'jiao
摔死	shuai'si
摔碎	shuai'sui
摔损	shuai'sun
摔它	shuai'ta
摔痛	shuai'tong
摔完	shuai'wan
摔下	shuai'xia
摔下来	shuai'xia'lai
摔向	shuai'xiang
摔于	shuai'yu
摔砸	shuai'za
摔在	shuai'zai
摔脏	shuai'zang
摔折	shuai'zhe
摔致	shuai'zhi
摔跤	shuai'jiao
摔跤赛	shuai'jiao'sai
衰败	shuai'bai
衰惫	shuai'bei
衰敝	shuai'bi
衰变	shuai'bian
衰变性	shuai'bian'xing
衰病	shuai'bing
衰残	shuai'can
衰草	shuai'cao
衰耗	shuai'hao
衰减	shuai'jian
衰减性	shuai'jian'xing
衰竭	shuai'jie
衰枯	shuai'ku
衰老	shuai'lao
衰龄	shuai'ling
衰落	shuai'luo
衰迈	shuai'mai
衰年	shuai'nian
衰疲	shuai'pi
衰弱	shuai'eruo
衰势	shuai'shi
衰瘦	shuai'shou
衰损	shuai'sun
衰态	shuai'tai
衰颓	shuai'tui
衰退	shuai'tui
衰亡	shuai'wang
衰微	shuai'wei
衰萎	shuai'wei
衰谢	shuai'xie
衰朽	shuai'xiu
衰者	shuai'zhe
甩臂	shuai'bi
甩鞭	shuai'bian
甩车	shuai'che
甩绸	shuai'chou
甩出	shuai'chu
甩搭	shuai'da
甩打	shuai'da
甩倒	shuai'dao
甩到	shuai'dao
甩掉	shuai'diao
甩动	shuai'dong
甩发	shuai'fa
甩干	shuai'gan
甩给	shuai'gei
甩钩	shuai'gou
甩进	shuai'jin
甩开	shuai'kai
甩开膀子	shuai'kai'bang'zi
甩客	shuai'ke
甩来	shuai'lai
甩落	shuai'luo
甩卖	shuai'mai
甩门	shuai'men
甩旗	shuai'qi
甩起	shuai'qi
甩钱	shuai'qian
甩去	shuai'qu
甩入	shuai'eru
甩手	shuai'shou
甩甩	shuai'shuai
甩甩手	shuai'shuai'shou
甩头	shuai'tou
甩脱	shuai'tuo
甩尾	shuai'wei
甩下	shuai'xia
甩闲话	shuai'xian'hua
甩线	shuai'xian
甩项	shuai'xiang
甩向	shuai'xiang
甩斜	shuai'xie
甩袖	shuai'xiu
甩袖子	shuai'xiu'zi
甩砸	shuai'za
甩在	shuai'zai
甩赃	shuai'zang
甩站	shuai'zhan
甩肿	shuai'zhong
甩子	shuai'zi
甩子	shuai'zi
帅榜	shuai'bang
帅才	shuai'cai
帅府	shuai'fu
帅哥	shuai'ge
帅鼓	shuai'gu
帅姐	shuai'jie
帅旗	shuai'qi
帅气	shuai'qi
帅台	shuai'tai
帅位	shuai'wei
帅星	shuai'xing
帅印	shuai'yin
帅装	shuai'zhuang
栓堵	shuan'du
栓剂	shuan'ji
栓孔	shuan'kong
栓皮	shuan'pi
栓皮栎	shuan'pi'li
栓塞	shuan'se
栓子	shuan'zi
拴绑	shuan'bang
拴车	shuan'che
拴成	shuan'cheng
拴持	shuan'chi
拴船	shuan'chuan
拴到	shuan'dao
拴缚	shuan'fu
拴挂	shuan'gua
拴好	shuan'hao
拴牢	shuan'lao
拴连	shuan'lian
拴马	shuan'ma
拴牛	shuan'niu
拴人	shuan'eren
拴上	shuan'shang
拴系	shuan'xi
拴线	shuan'xian
拴养	shuan'yang
拴在	shuan'zai
拴住	shuan'zhu
霜白	shuang'bai
霜晨	shuang'chen
霜冻	shuang'dong
霜害	shuang'hai
霜后	shuang'hou
霜花	shuang'hua
霜剂	shuang'ji
霜降	shuang'jiang
霜露	shuang'lu
霜露之病	shuang'lu'zhi'bing
霜霉病	shuang'mei'bing
霜期	shuang'qi
霜前	shuang'qian
霜情	shuang'qing
霜天	shuang'tian
霜雾	shuang'wu
霜雪	shuang'xue
霜叶	shuang'ye
霜灾	shuang'zai
霜中	shuang'zhong
霜重	shuang'zhong
霜鬓	shuang'bin
双柏	shuang'bai
双班	shuang'ban
双板	shuang'ban
双榜	shuang'bang
双棒	shuang'bang
双胞胎	shuang'bao'tai
双保	shuang'bao
双保险	shuang'bao'xian
双倍	shuang'bei
双倍价	shuang'bei'jia
双倍精度	shuang'bei'jing'du
双臂	shuang'bi
双边	shuang'bian
双宾语	shuang'bin'yu
双驳	shuang'bo
双补	shuang'bu
双采	shuang'cai
双侧	shuang'ce
双层	shuang'ceng
双茬	shuang'cha
双场	shuang'chang
双超	shuang'chao
双车	shuang'che
双城	shuang'cheng
双程	shuang'cheng
双翅	shuang'chi
双创	shuang'chuang
双唇	shuang'chun
双唇音	shuang'chun'yin
双促	shuang'cu
双打	shuang'da
双带	shuang'dai
双担	shuang'dan
双刀	shuang'dao
双道	shuang'dao
双得	shuang'de
双调	shuang'tiao
双碟	shuang'die
双蝶	shuang'die
双豆塞耳	shuang'dou'sai'er
双犊	shuang'du
双端	shuang'duan
双夺	shuang'duo
双舵	shuang'duo
双耳	shuang'er
双耳罐	shuang'er'guan
双帆	shuang'fan
双方	shuang'fang
双飞	shuang'fei
双份	shuang'fen
双份编码	shuang'fen'bian'ma
双峰	shuang'feng
双峰驼	shuang'feng'tuo
双缝	shuang'feng
双扶	shuang'fu
双幅	shuang'fu
双斧伐孤树	shuang'fu'fa'gu'shu
双杆	shuang'gan
双竿	shuang'gan
双缸	shuang'gang
双杠	shuang'gang
双高	shuang'gao
双工传输	shuang'gong'chuan'shu
双钩	shuang'gou
双股	shuang'gu
双挂	shuang'gua
双挂号	shuang'gua'hao
双拐	shuang'guai
双棺	shuang'guan
双关	shuang'guan
双关性	shuang'guan'xing
双关语	shuang'guan'yu
双管齐下	shuang'guan'qi'xia
双灌	shuang'guan
双轨	shuang'gui
双棍	shuang'gun
双号	shuang'hao
双合盛	shuang'he'sheng
双黄	shuang'huang
双簧	shuang'huang
双簧管	shuang'huang'guan
双获	shuang'huo
双击	shuang'ji
双基	shuang'ji
双季	shuang'ji
双季稻	shuang'ji'dao
双计算机	shuang'ji'suan'ji
双颊	shuang'jia
双价	shuang'jia
双架	shuang'jia
双肩	shuang'jian
双键	shuang'jian
双箭	shuang'jian
双剑	shuang'jian
双江	shuang'jiang
双桨	shuang'jiang
双桨船	shuang'jiang'chuan
双奖	shuang'jiang
双焦	shuang'jiao
双脚	shuang'jiao
双角	shuang'jiao
双绞线	shuang'jiao'xian
双解	shuang'jie
双精度硬件	shuang'jing'du'ying'jian
双精度运算	shuang'jing'du'yun'suan
双绝	shuang'jue
双卡	shuang'ka
双科	shuang'ke
双壳	shuang'ke
双孔	shuang'kong
双控	shuang'kong
双跨	shuang'kua
双框	shuang'kuang
双缆	shuang'lan
双泪	shuang'lei
双联	shuang'lian
双连	shuang'lian
双链	shuang'lian
双梁	shuang'liang
双辽	shuang'liao
双料	shuang'liao
双列	shuang'lie
双流	shuang'liu
双垄	shuang'long
双鹿	shuang'lu
双缕	shuang'lv
双氯灭痛	shuang'lv'mie'tong
双轮	shuang'lun
双脉冲记录	shuang'mai'chong'ji'lu
双盲	shuang'mang
双眉	shuang'mei
双门	shuang'men
双面	shuang'mian
双面软磁盘	shuang'mian'eruan'ci'pan
双名	shuang'ming
双模	shuang'mo
双膜	shuang'mo
双目	shuang'mu
双鸟	shuang'niao
双排	shuang'pai
双牌	shuang'pai
双盘	shuang'pan
双炮	shuang'pao
双捧	shuang'peng
双拼	shuang'pin
双频	shuang'pin
双破	shuang'po
双歧杆菌	shuang'qi'gan'jun
双迁	shuang'qian
双枪	shuang'qiang
双墙	shuang'qiang
双抢	shuang'qiang
双桥	shuang'qiao
双亲	shuang'qin
双球菌	shuang'qiu'jun
双曲面	shuang'qu'mian
双曲线	shuang'qu'xian
双圈	shuang'quan
双全	shuang'quan
双拳	shuang'quan
双缺	shuang'que
双人	shuang'eren
双人赛	shuang'eren'sai
双人舞	shuang'eren'wu
双任	shuang'eren
双日	shuang'eri
双入	shuang'eru
双腮	shuang'sai
双色	shuang'se
双扇	shuang'shan
双上	shuang'shang
双舌	shuang'she
双肾	shuang'shen
双声	shuang'sheng
双生	shuang'sheng
双胜	shuang'sheng
双十二事变	shuang'shi'er'shi'bian
双士	shuang'shi
双收	shuang'shou
双手	shuang'shou
双手重茧	shuang'shou'chong'jian
双数	shuang'shu
双双	shuang'shuang
双速	shuang'su
双宿双飞	shuang'su'shuang'fei
双梭	shuang'suo
双索	shuang'suo
双塔	shuang'ta
双胎	shuang'tai
双潭	shuang'tan
双糖	shuang'tang
双套	shuang'tao
双蹄	shuang'ti
双体	shuang'ti
双田制	shuang'tian'zhi
双挑	shuang'tiao
双亭	shuang'ting
双通	shuang'tong
双瞳	shuang'tong
双瞳剪水	shuang'tong'jian'shui
双桶	shuang'tong
双筒	shuang'tong
双头	shuang'tou
双推	shuang'tui
双腿	shuang'tui
双腕	shuang'wan
双亡	shuang'wang
双网	shuang'wang
双桅	shuang'wei
双尾	shuang'wei
双纬	shuang'wei
双位	shuang'wei
双稳态	shuang'wen'tai
双稳态电路	shuang'wen'tai'dian'lu
双瓮	shuang'weng
双膝	shuang'xi
双喜	shuang'xi
双喜临门	shuang'xi'lin'men
双线	shuang'xian
双相	shuang'xiang
双箱	shuang'xiang
双响	shuang'xiang
双项	shuang'xiang
双向	shuang'xiang
双向流通	shuang'xiang'liu'tong
双向印表机	shuang'xiang'yin'biao'ji
双向总线	shuang'xiang'zong'xian
双效	shuang'xiao
双鞋	shuang'xie
双斜	shuang'xie
双胁	shuang'xie
双薪	shuang'xin
双芯	shuang'xin
双星	shuang'xing
双行	shuang'hang
双姓	shuang'xing
双休	shuang'xiu
双休日	shuang'xiu'eri
双修	shuang'xiu
双学位	shuang'xue'wei
双循环	shuang'xun'huan
双压	shuang'ya
双鸭山	shuang'ya'shan
双沿	shuang'yan
双眼	shuang'yan
双眼皮	shuang'yan'pi
双阳	shuang'yang
双氧水	shuang'yang'shui
双摇	shuang'yao
双叶	shuang'ye
双翼	shuang'yi
双翼机	shuang'yi'ji
双音	shuang'yin
双引号	shuang'yin'hao
双拥	shuang'yong
双优	shuang'you
双鱼座	shuang'yu'zuo
双语	shuang'yu
双元	shuang'yuan
双原粉	shuang'yuan'fen
双辕	shuang'yuan
双月	shuang'yue
双月刊	shuang'yue'kan
双遭	shuang'zao
双增	shuang'zeng
双争	shuang'zheng
双证	shuang'zheng
双枝	shuang'zhi
双肢	shuang'zhi
双职	shuang'zhi
双职工	shuang'zhi'gong
双指	shuang'zhi
双重	shuang'chong
双重国籍	shuang'chong'guo'ji
双周	shuang'zhou
双周次	shuang'zhou'ci
双周刊	shuang'zhou'kan
双轴	shuang'zhou
双肘	shuang'zhou
双皱	shuang'zhou
双株	shuang'zhu
双仔	shuang'zi
双子礁	shuang'zi'jiao
双子星座	shuang'zi'xing'zuo
双子叶植物	shuang'zi'ye'zhi'wu
双子座	shuang'zi'zuo
双字寻址	shuang'zi'xun'zhi
双足	shuang'zu
双作稻	shuang'zuo'dao
双座	shuang'zuo
双饷	shuang'xiang
双绉	shuang'zhou
双璧	shuang'bi
双鳍	shuang'qi
双鬓	shuang'bin
爽畅	shuang'chang
爽脆	shuang'cui
爽当	shuang'dang
爽滑	shuang'hua
爽健	shuang'jian
爽捷	shuang'jie
爽劲	shuang'jin
爽口	shuang'kou
爽快	shuang'kuai
爽朗	shuang'lang
爽利	shuang'li
爽亮	shuang'liang
爽目	shuang'mu
爽气	shuang'qi
爽然若失	shuang'eran'eruo'shi
爽润	shuang'erun
爽身	shuang'shen
爽身粉	shuang'shen'fen
爽声	shuang'sheng
爽失	shuang'shi
爽适	shuang'shi
爽手	shuang'shou
爽爽快快	shuang'shuang'kuai'kuai
爽顺	shuang'shun
爽透	shuang'tou
爽心	shuang'xin
爽信	shuang'xin
爽性	shuang'xing
爽意	shuang'yi
爽雨	shuang'yu
爽约	shuang'yue
爽直	shuang'zhi
谁个	shei'ge
谁何	shei'he
谁家	shei'jia
谁们	shei'men
谁人	shei'eren
谁手	shei'shou
谁谁	shei'shei
水岸	shui'an
水案	shui'an
水坝	shui'ba
水霸	shui'ba
水柏枝	shui'bai'zhi
水半球	shui'ban'qiu
水饱	shui'bao
水杯	shui'bei
水泵	shui'beng
水笔	shui'bi
水碧	shui'bi
水弊	shui'bi
水壁	shui'bi
水边	shui'bian
水标	shui'biao
水表	shui'biao
水鳖	shui'bie
水滨	shui'bin
水兵	shui'bing
水玻璃	shui'bo'li
水波	shui'bo
水泊	shui'po
水埠	shui'bu
水彩	shui'cai
水彩画	shui'cai'hua
水菜	shui'cai
水参	shui'shen
水仓	shui'cang
水槽	shui'cao
水草	shui'cao
水厕	shui'ce
水层	shui'ceng
水差	shui'cha
水产	shui'chan
水产品	shui'chan'pin
水产业	shui'chan'ye
水场	shui'chang
水厂	shui'chang
水车	shui'che
水城	shui'cheng
水成岩	shui'cheng'yan
水程	shui'cheng
水澄	shui'cheng
水池	shui'chi
水尺	shui'chi
水冲	shui'chong
水冲	shui'chong
水处理	shui'chu'li
水窗	shui'chuang
水床	shui'chuang
水锤	shui'chui
水刺	shui'ci
水次	shui'ci
水葱	shui'cong
水村	shui'cun
水大	shui'da
水袋	shui'dai
水单	shui'dan
